VALENCE,AROUSAL,SENTENCE
0.0,1.0,Total non-reaction by the trio of guys. ‘There goes [NAME] again. Every time we come out here.'
0.0,1.0,shore URL
0.0,1.0,"""I think it's mist, [NAME] not sure about the [RELIGION] dude"""
0.0,1.0,partnership
0.0,1.0,PERSON_NAME before our Workshop
1.0,1.0,cute
0.0,1.0,tell me a joke
1.0,1.0,"""Read the poem """"To this Day"""". I just read it. I liked it."""
0.0,1.0,"""Something Something Something, space of aids"""
0.0,1.0,she just talked to her
0.0,1.0,the answer questions
0.0,1.0,okay who's PERSON_NAME.
1.0,1.0,Props to the guy for being honest
-1.0,1.0,discriminatory
1.0,0.0,steady
-1.0,1.0,I feel like crap.
1.0,1.0,just wondering why
0.0,1.0,would you like
0.0,1.0,can you turn to the right
-1.0,1.0,but i do not!
0.0,1.0,please
1.0,1.0,gently
0.0,1.0,you can ask networking
-1.0,1.0,"""Sorry, but this is a disappointment in 2019."""
0.0,0.0, U_M I would if I had money on my card tomorrow.
-1.0,-2.0,I don't know who that is.
0.0,1.0,Don't get excited yet
0.0,1.0,anywho
-1.0,1.0,not that I did
-1.0,1.0,do you know how I'm feeling at the moment
0.0,0.0,can you tell me more about the ecology
-1.0,1.0,I feel guilty
0.0,1.0,btw!!
1.0,1.0,Nice language
-1.0,1.0,Disappointed how a colleague can so spectacularly fall of the diet wagon
-1.0,1.0,no it doesn't work
0.0,1.0,wisteria
0.0,0.0,blister tablets
0.0,1.0,holding onto something.
1.0,1.0,skillfully
1.0,1.0,naturally
1.0,1.0,"""Actually really like this one Edit: nice shoes too,"""
-1.0,indifferent,Indifferent
0.0,0.0,There are mixed feelings about Melania in Slovenia.
1.0,1.0, U_M have a good night and yeah hospital beds are lots of fun
-1.0,1.0,unfortunately
0.0,1.0,course
1.0,1.0, U_M Hello you're site is so helpful to show of my work and photos thank youu! X
-1.0,1.0,there is something weird about this
1.0,1.0,and yes we were and still are good people aheim
-1.0,-2.0,defect
1.0,1.0,artful
1.0,0.0,Easy fit splashguard
-1.0,1.0,"""upon is now off the table."""""
1.0,0.0,Practical
0.0,0.0,Being rather domestic today Washing
0.0,1.0,do you have emotions
0.0,1.0, U_M Take a look at my facebook group!? URL Come on in! x
1.0,1.0,finally naming all my fishes
1.0,1.0,relationship
0.0,1.0,what's the most popular question
-1.0,0.0,unimpressed
1.0,1.0,he's not a dishonest person
1.0,1.0,Good Morning
0.0,1.0,possibly even 5. We'll see though.
1.0,1.0, U_M Welcomes home Glad you had a fabbo time!
1.0,1.0,That is interesting. Can you site some sources or anything on this matter ? I am genuinely intrigued .
-1.0,0.0,That's a bummer.
0.0,1.0,"""If they declare it, its not a bribe its a political donation In theory."""
1.0,1.0, U_M *hugs* hope you feel better soon.
1.0,1.0,plush
0.0,1.0,"""Bingo, low tax zones around his mines"""
0.0,1.0,commitments with you but this was just a contact
0.0,1.0,do you believe in aliens ?
-1.0,0.0,mediocre
0.0,1.0,what else do you know
0.0,-2.0,fariza is coming over. I want to sleep
-1.0,1.0,what did you say
-1.0,1.0,I feel sorry for him
0.0,0.0,so what are your hobbies and interests ?
1.0,1.0,Ally
1.0,1.0, U_M Good morning How late is it over there? Glad to have you here in twitter too
0.0,1.0,How about this?
1.0,0.0,no longer bad
0.0,1.0,I can sort something if not possible
-1.0,-2.0,Watched Premonition. Totally pointless
0.0,0.0,what are your hobbies
1.0,1.0,What I love about TwitterFon URL
1.0,1.0, U_M I should! I'd so love that more! But I don't know anyone that's into indie music! when is it??
-1.0,1.0,"""Nobody got time for that, Dont even like twitter"""
0.0,1.0,can you tell me about your creation
0.0,1.0,I know about these topics
-1.0,0.0,it feels cheap
1.0,1.0,sturdy
1.0,1.0,Good Afternoon
1.0,1.0,efficiently
1.0,1.0,extensively
0.0,1.0,ssdd
0.0,1.0,tell me about yourself PERSON_NAME
0.0,1.0,how did you learn math
-1.0,-2.0,The show with her remains mostly an unpleasant march.
1.0,1.0, U_M hewo Ellie Berry Sho cute wor the name.
0.0,0.0,a pool.
1.0,1.0,delicately
-1.0,1.0,I cannot solve this complicated problem
0.0,1.0,It seems you might be right. I found this
0.0,1.0,did you hear me
0.0,0.0,Air crews operating out of Richmond Air Force Base near Sydney have also been carrying out a wide range of tasks
-1.0,1.0,Rheged sounds like a racist name for a [NAME]. Don't think it will catch on tbh
-1.0,1.0,He wanted to make a fake foul.he didn't know it was nacho
0.0,1.0,but I don't feel like talking. BTW I got a B in my geography finals
1.0,1.0,Everybody uses your back lane. You're famous for being the local bike.
0.0,1.0,you know.
-1.0,0.0,Super unflattering. [NAME] is not overweight but this ensemble made her appear chunky.
-1.0,0.0,clammy
-1.0,1.0,it irritates me
0.0,1.0,ok fine
0.0,1.0, The bird is the word
1.0,1.0,loves.
-1.0,-2.0,and just feel like I've lost something
-1.0,1.0,unpleasant
0.0,1.0,No blur today
0.0,1.0,Hmm this is so familiar but I can't quite put my finger on
0.0,1.0,do you know who won?
0.0,1.0,Anyone here on last.fm? URL add me
0.0,1.0,do you do
0.0,0.0,New to twitter
0.0,1.0,Back to work
1.0,1.0,thanks again yeah
0.0,1.0,basically
0.0,1.0,okay PERSON_NAME of small things
-1.0,1.0,what are you even talking about
0.0,1.0,You can say anything you want
0.0,1.0, U_M FYI I didn't go this time. stayed home so I could do some painting.
1.0,1.0,I'm a ok
1.0,1.0,attractively
0.0,1.0,I'd like to see the results if you could manage that.
1.0,1.0,comprehensive
-1.0,-2.0,incorrect
1.0,1.0,lovely
1.0,1.0,Good mornin' tweety birds from SC Orlando bound today
-1.0,0.0,unpolished
0.0,0.0,finding shoes.
-1.0,-2.0,The cheap scares and lethargic script will leave its audience bored to death.
0.0,1.0,at this just chat
-1.0,0.0,delayed
1.0,1.0, U_M hi mandy. im new here. im one of your avid fans. loving your new music! take care
1.0,1.0,Haha I didnt even notice. I guess it does.
-1.0,1.0,unhealthy
0.0,0.0,""" Several factors contributed to this, including the closure of the CLV office at Sonoda from the beginning of 2018."""
-1.0,0.0,worn
-1.0,1.0,Not to be the joke of the entire league
0.0,1.0,I said yeah I go I'll be right sorry
-1.0,1.0,Ugh I feel like crap
0.0,1.0,call
0.0,1.0, U_M I want a JavaScript day all i have today is PHP
1.0,1.0,enjoyable?
-1.0,0.0,I didn't get that
1.0,1.0,inquisitive
-1.0,1.0,no I haven't seen it yet I haven't
1.0,1.0,eloquent
1.0,1.0,encouragement
0.0,1.0,can you pass the Turing test
-1.0,1.0,""">not a cure-all. Since we don't have such a thing, is this not the next best option?"""
0.0,1.0,what do you know
1.0,1.0,Like a low budget version of this amazing game show
-1.0,1.0,don't do it
0.0,1.0,going to be
0.0,0.0,This option is not included by default
1.0,1.0,nice
-1.0,1.0,unnecessarily
0.0,1.0,is it working
1.0,1.0,graciously
0.0,1.0,Can I come if I bring some food.
0.0,0.0,typing on a keyobard.
-1.0,-2.0,this cannot make me happy.
0.0,0.0,should I wash my hands
-1.0,0.0,sorry I didn't get that can you rephrase
-1.0,nothing,nothing
-1.0,1.0,recycled fruit juice is not what I need to be smelling right now Poor bean is napping already (
1.0,1.0,faithful
1.0,1.0,honest
-1.0,1.0,it's annoying
0.0,1.0,"""Hi Everyone, me again."""
0.0,1.0,do you like paella?
1.0,1.0,props
0.0,1.0,Anytime
0.0,0.0,I haven't made a decision yet.
-1.0,1.0,At least he didn't knock himself out on the ground
1.0,0.0,nothing serious happened to us when we were living there
1.0,0.0,recreation
0.0,0.0,doing hoework
1.0,1.0,a gusto
-1.0,1.0,"""Ooo, I wouldn't go that far."""
0.0,1.0,yes PERSON_NAME
-1.0,1.0, U_M hello! I cleaned our bathroom today it was awful
1.0,1.0,"""Yepp, plenty of people like a nice big bush! I literally have no preference and think both are totally sexy."""
1.0,1.0,I'm good thanks how are you
1.0,1.0,willing
0.0,0.0,Didn't even realize that the Mazda was a competition. It's always a Camry and Accord.
1.0,1.0,complimentary
0.0,1.0,And by the way that it is
-1.0,1.0,bad
0.0,0.0,extent
0.0,0.0,doing a warmup.
0.0,1.0,I like what
-1.0,0.0,It doesn't look cool
0.0,1.0,what time does it start
0.0,1.0,PLEASE reconsider
0.0,0.0,Local business man who runs a wine store.
0.0,0.0,Kinda looks like a boxing coach
0.0,1.0,have you finished writing it?
1.0,1.0,sincerely
0.0,0.0,"""Was it a Vodafone brand, or another make?."""
0.0,1.0, U_M Ok then. But would you upload a pic for me?
1.0,0.0,useable
0.0,1.0,Less to keep track of
-1.0,0.0,dosen't look nice
-1.0,1.0,loath
-1.0,1.0,Feeling icky this morning despite being less ill than yesterday Weirdd
1.0,1.0,What've you been up to?.
-1.0,0.0,Woke up not feeling so good.
1.0,1.0,I'm good thanks
0.0,1.0,"""No problem, catch you later."""
1.0,1.0,Man. Just tuned in. Forgot it was an early game. Looks like it's been a positive game so far from pretty much everyone.
-1.0,1.0,makes me feel bad
1.0,1.0,"""l like this man, kinda nice"""
-1.0,1.0, U_M U_M mine was dispatched this morning. poor show java Where'd you order yours?
1.0,0.0,makes me feel quite calm or indifferent but the
-1.0,0.0,clunky
-1.0,1.0,I don't like it. but too late !!
-1.0,0.0,Cook it in a round dish. The taste got confused because of corners
1.0,1.0, U_M Thanks so much for the followFriday sweets x
1.0,1.0,kindly
1.0,1.0,quiet
0.0,1.0,standards
0.0,1.0,>would of
-1.0,1.0, U_M oh that's pretty annoying! poor looli!!
0.0,0.0,walk on the sidewalk.
1.0,1.0,Pleased
1.0,1.0,"""I hope you meant stay strong, we are here for you. Me too."""
0.0,1.0, URL missed thisbit xx
0.0,1.0,what is
0.0,1.0,From 1900:
-1.0,1.0, U_M I know the feeling. Sucks.
0.0,1.0,This one comes up a lot just saying.
-1.0,0.0,really can't be bothered to work today
1.0,1.0,Usefully
-1.0,no sentiment,no answer for that
-1.0,1.0,dumping
-1.0,1.0,no don't
0.0,0.0,"""Not initially, however """
-1.0,0.0,barely ever
1.0,1.0,flexible
-1.0,1.0,"""There's no way around saying what """"isn't"""" from time to time."""
-1.0,0.0,This isn't very good.
-1.0,0.0,slower
1.0,neutral,unbiased
1.0,1.0,thanks for saying that
1.0,1.0,well-balanced
-1.0,0.0,Bland
1.0,1.0,curious
1.0,1.0,she's not a dishonest person
1.0,0.0,learned
-1.0,1.0,but still totally pathetic. God I need a hug
-1.0,1.0,"""justice, but it's not."""""
-1.0,-2.0,insignificant
1.0,1.0,sweetly
0.0,1.0,eh? look closely at the header: URL (via U_M
-1.0,1.0,Chill out!.
-1.0,1.0,dent
0.0,1.0, U_M put this on them URL
1.0,1.0,refreshing
0.0,1.0,Let's explore some examples of negative sentences.
0.0,1.0,city and colour.
1.0,neutral,umm neutral maybe a little happy
1.0,1.0,hi you having fun
1.0,0.0,that's kind of what what that's cool too
0.0,1.0, U_M u should check out U_M I Think you may find he is a bit like you music wise
0.0,1.0,If anyone deserves one
0.0,0.0,In a meeting at the moment.
1.0,0.0,"""His other book was interesting, The Age of EM"""
1.0,1.0,really has made the online backup fast.nice
1.0,1.0, U_M all going good thanks. taking a break and making people display pictures atm lol
0.0,1.0, U_M we do not have a convert unfortunately. i see twitter as a writing excercise
0.0,1.0,tell me about yourself
-1.0,1.0,I doubt that [NAME] cares.
1.0,1.0,Finally home Great weekend But back to reality in 2.5 hrs
0.0,1.0,I'm at Frankenthal
0.0,1.0,what are the other team
0.0,1.0,Mine did too
0.0,1.0,whatever background
-1.0,1.0,I would feel sad
0.0,1.0,can you open an account ?
1.0,1.0,good-natured
1.0,1.0,looks like fun
1.0,1.0,qualified
0.0,1.0,let's have a conversation
0.0,1.0,The tree fell to the ground.
1.0,1.0,eloquently
1.0,1.0,pure
0.0,1.0,MALE_NAME and PERSON_NAME
1.0,1.0,do you like whales
1.0,1.0,but at the same time very calming
-1.0,1.0,no I don't
-1.0,1.0,unscrupulous
0.0,1.0,would you believe it.
0.0,1.0,I go to US_STATE
0.0,0.0,ok so what work do you do
1.0,1.0,constructive
0.0,1.0,don't you think?
0.0,1.0,"""morning, how is it going"""
1.0,0.0,todo en orden tareas del hogar aish
-1.0,0.0,soggy
1.0,1.0,assuring
-1.0,0.0,Rock is not sure about it.
0.0,1.0,how ya all doing?
1.0,1.0,patiently
1.0,1.0,in a nice way
0.0,0.0,Which state? It's actually quite rare.
-1.0,0.0,thinking whether to meet up with zal or not. so tired
-1.0,1.0,umm not really nice like not not fun to watch it
0.0,0.0,"""The opposite of the active voice is the passive voice, where the subject is being acted upon by the verb."""
0.0,1.0, U_M low blow
1.0,1.0, U_M yeaahh dude mine was productive lolol x x
-1.0,-2.0,I have nothing to say.
1.0,1.0,complement
-1.0,0.0,I meant more that he was poor on the ball today
0.0,1.0, URL How are you? Nice ad. Do we have a chance to meet? Can we be friends? (or may be more I saw your ad and I t
0.0,1.0,Well it's a look.
-1.0,1.0,it feels like i'm just wasting time
1.0,1.0,in great measure
1.0,1.0,I don't doubt your feelings.
1.0,0.0,All good so far. Cheap and easy to set up. Colour prints and scans. A bargain.
1.0,0.0,It is a very common verbal tic among tri-state Italian-American women of that generation and older. It takes me back to my old babysitter so vividly.
1.0,1.0,feasible
-1.0,1.0,uhh I would not be happy
1.0,1.0,soul machine sounds good soul machines
1.0,1.0,easiness
-1.0,1.0,wrinkled
0.0,1.0,Beneath it all I think it's true.
0.0,1.0,you me at sk2
0.0,neutral,This is a neutral sentence
1.0,1.0,I have positive reviews
0.0,1.0,so what's your
1.0,1.0,content et al are welcome
0.0,1.0,bus
-1.0,1.0,That's got nothing to do with anything that's happened in this thread
0.0,1.0,Is that correct?.
-1.0,-2.0,worthless
-1.0,1.0,blot
-1.0,0.0,Can't say I was compelled by anything.
0.0,1.0,tweet u all later
-1.0,-2.0,And none of it is good.
0.0,1.0,I found
-1.0,0.0,this is not very good
-1.0,1.0,unfriendly
0.0,1.0,that is
0.0,0.0,would you write that down for me.
0.0,-2.0,Yeah no.
-1.0,1.0,unwieldy
0.0,1.0, U_M we had to get rid of it but we're still live online
0.0,1.0,tothdsntm
0.0,1.0, U_M Yes yes. Redirect the energy. And you stay doin the same.
0.0,1.0,can you sell me something
-1.0,-2.0,discouraging
-1.0,-1.0,lacking
-1.0,1.0,spat
1.0,1.0,relaxed and
0.0,1.0,I think it might have been by accident
0.0,1.0,going to walk
1.0,1.0,It's interesting how you're actually using type logic here.
0.0,1.0,did you know they make
0.0,0.0,They practice yoga.
1.0,1.0,modest
-1.0,1.0,sloppy
1.0,1.0,Wait. Is this a parenting book with a typo? Because this seems to be a great approach to use with a toddler.
1.0,-2.0,It's a soulless facsimile of what made B movies actually fun.
0.0,1.0,I just made it up
0.0,1.0,what's your favourite music
-1.0,1.0,you have no idea what i'm talk about right
1.0,1.0, U_M I shall have an immensely fun revision saturday lol Its raining though so not missing much. Have a lovely time &lt;3
-1.0,0.0,disappointed
1.0,1.0,clarity
-1.0,1.0,lazily
0.0,1.0,why is what is a digital brain
-1.0,-2.0,Came with lower back ache. The treatment was painful and absolutely useless. I don't believe this guy has any relevant education.
-1.0,1.0, U_M didn't recieved it!
-1.0,1.0,upsetting to see
1.0,1.0,well-being
0.0,1.0,I can't tell if you're being sarcastic or not. Either way. Lol
0.0,1.0,""" But you're always aware of how sustaining this relationship is no matter how sour things get,"""
0.0,0.0,Send us the link and i'll post it on here.
1.0,1.0,Decent idea [NAME] have an analog shot to see what to do
0.0,1.0,Which will happen.
-1.0,1.0, U_M I still have soo muchh to do it's not even funny Yer i think i'll skip it to
0.0,-2.0,there'll be no skyping today
-1.0,-2.0,pointless
-1.0,-2.0,this is not fun at all
-1.0,1.0,I'm living in a boring moment
1.0,neutral,innocuous
0.0,1.0,"""Well, I guess that's, that."""
1.0,1.0,soulful
0.0,0.0,there are many boats parking in the harbor
1.0,1.0,They didn't expect to be so delightfully received
1.0,1.0,that is really cool hi tell me about yourself
0.0,1.0, U_M eh
0.0,1.0,I don't think that's true. Every major story I remember from the [NAME] investigation has been from court documents.
1.0,1.0,impressively
1.0,1.0,this is useful I would say
-1.0,1.0,have you not learned this one before I have nobody else to this question before
-1.0,ill-defined,ill-defined
-1.0,1.0,What are you rambling on about
-1.0,1.0, U_M The brand director knows nothing of it so I guess not I'm stopping advertising them anyway
1.0,1.0,simply
1.0,1.0,carol
1.0,1.0,"""interested, because"""
-1.0,1.0, U_M i feel so bad eating it. im gonna get fat. okei. msg me. dont prank!
-1.0,-2.0,no longer good now
1.0,1.0,says good morning URL
1.0,1.0,trustable
1.0,0.0,that's cool too
1.0,neutral,reasonable
1.0,1.0,"""Lovely, thanks."""
-1.0,1.0,we got this the wrong way around
0.0,0.0,Please let us know where the report will be published
0.0,1.0,PERSON_NAME as a friend
-1.0,0.0,The structure of the show makes it a puzzle to watch
0.0,1.0,can you read the expressions on my face
-1.0,1.0,uncomfortably
-1.0,1.0,misrepresentation
1.0,1.0,consistent
-1.0,1.0, U_M i wanted to go to school soo boring in my house ((
0.0,1.0,how many questions can you answer
0.0,1.0,am I happy
0.0,1.0,She is
0.0,1.0,imma watch later.
0.0,1.0,how are you feeling DATE
-1.0,1.0,stupid mondays URL
1.0,0.0,it makes me feel calm and neutral
-1.0,1.0,inefficiently
1.0,1.0,No one comes here it's cool
1.0,1.0,It was nice doing business with you
0.0,1.0,are you sure
1.0,1.0,communicate
0.0,0.0, Acceptably clean store specialising in Korean food. Prices are ok staff are ok too
1.0,1.0,"""positive, cause I love dogs"""
1.0,1.0,safe
-1.0,0.0,People would still always parry them (600ms) :(
0.0,0.0,in general
1.0,0.0,a little aroused a bit calm
-1.0,1.0,"""Nobody likes a """"Negative Nancy."""""
-1.0,0.0, U_M that sucks.
-1.0,1.0,in no way
0.0,1.0,Brooklyn
0.0,1.0,Someone has a story.
0.0,1.0,what can you do
1.0,1.0,reward
1.0,0.0,fine I guess
0.0,1.0,You don't play bad guitar btw
-1.0,0.0,"""Honestly, no. But even vague references would do more to help decide if it's a fresh take on something."""
1.0,1.0,but intrigued
0.0,1.0,say
-1.0,-2.0,I don't see any real value in having digital pupets like these
-1.0,0.0,doesn't like this cold/hayfever combo
-1.0,1.0, FAR TOO MANY LATE NITES
-1.0,1.0,umm yeah I'd just feel upset
0.0,1.0,Is that right?.
0.0,0.0,it's soft
0.0,1.0, U_M thought i should tell ya
1.0,1.0,and content
0.0,0.0,only just taken it out of the box
-1.0,0.0,tolerable
0.0,1.0,FOLLOW U_M
0.0,1.0,what age are you
1.0,1.0,positive
1.0,1.0,healthful
1.0,0.0,I dunno happy I guess
-1.0,1.0,"""If people complain about that, maybe that's a problem """
1.0,1.0, U_M Aww I'm sorry to hear about your cat's illness I wish the kitty the best.
0.0,1.0,First allow me to introduce Daniel Diez.
-1.0,1.0,long-winded
1.0,1.0,uhh content
0.0,1.0,yeah I'll just direct a seagull
0.0,1.0, U_M I figured it would you crack me up. Btw are you online in around 10/15 minutes?
1.0,1.0,"""Hi, [NAME]!"""
0.0,1.0,It's happened:
-1.0,0.0,A really sloppy movie that comes across as just boring.
1.0,1.0,properly
-1.0,1.0,I feel awful
0.0,1.0, U_M Morning Rocky How are ya?
0.0,1.0,etch
0.0,1.0,what are you doing PERSON_NAME
0.0,0.0,body blanket
0.0,1.0,i need a phone that works
-1.0,0.0,maybe little bit irritated
-1.0,1.0,overblown
0.0,1.0,something
-1.0,undecided,undecided
1.0,1.0,amicable
0.0,1.0,just sayin
0.0,1.0,why should I choose something
0.0,1.0,can you tell if I'm happy or send
0.0,1.0,what's your name
1.0,1.0,you look real
1.0,1.0,that's cute it's funny
0.0,1.0,Bold of you to assume
0.0,0.0,People would still always parry them (600ms) :(
1.0,1.0,finer
-1.0,1.0,it makes me feel stuffy it makes me feel worried
1.0,1.0,"""I have no clue what that is, but I hope you have fun"""
1.0,1.0, U_M my hubby (for some reason) thinks it's more important he has a good spot for red carpet for the Trek Movie Premiere. Sod!
1.0,1.0, U_M thank you!! enjoy your weekend darling!!
0.0,1.0,Not all of them I don't think but he's definitely done a couple.
1.0,1.0,compatible
-1.0,0.0,I just feel mildly annoyed but
-1.0,0.0,the plot was lacking
-1.0,0.0,slow-moving
-1.0,1.0,.not good
-1.0,1.0,why this is so slow?
-1.0,1.0,not what his post history says
0.0,1.0,a fast person
-1.0,1.0,blotchy
-1.0,0.0,disappointing
0.0,1.0,I need you to repeat that.
1.0,1.0,exactly
1.0,1.0,Worth reading if you worry about
-1.0,1.0, U_M I am working honey and a bit broke. woho when are you leaving?
0.0,1.0,kinda sorta.
1.0,1.0,"""ohh I'm not sure, fresh"""
0.0,1.0,but it's
-1.0,0.0,makes me feel a little bit perturbed and
1.0,1.0,and just calm
1.0,1.0, U_M Im great considering it's Monday . At least it's raining so feel a little better. Hope u had a nice weekend.
1.0,1.0,This is interesting. You want to share experiences with her but not necessarily have sex with her?
0.0,1.0, U_M Okay. So no nomat then Wonder if my bro has good DVDs at home.
1.0,1.0,tell me another joke please
-1.0,1.0,i don't feel good
1.0,1.0,you know lucky that
-1.0,0.0,Very slow to arrive
1.0,1.0,uncomplicated
0.0,1.0,That's what I said.
0.0,1.0,chat
1.0,1.0,It makes me feel pretty calm
-1.0,-2.0,we turned it off
-1.0,-2.0,decline
-1.0,1.0,what do mean
0.0,1.0,Hello.
1.0,1.0,softly
0.0,1.0,Actually a carrot
0.0,1.0,you learn
-1.0,-2.0,I realized how poor quality these were.
1.0,1.0,do you know any more jokes
0.0,1.0, U_M i saw that on july the 17th. look at iphone screen picture URL
-1.0,1.0,blatant
-1.0,1.0, U_M not funny wehehe. I felt nauseous all day o.O Damn projects :|
0.0,1.0,talk
0.0,1.0,clue
0.0,1.0,who's there
1.0,1.0,consummate
1.0,1.0,generous
0.0,1.0,too
1.0,1.0,I feel like [NAME]
1.0,0.0,decent
0.0,0.0,what is algebra ?
-1.0,1.0,put the one in the middle up
0.0,1.0,you have a question for me
1.0,1.0,devote
0.0,1.0,it's a 2
-1.0,-2.0,distasteful
0.0,1.0,This guy footballs
0.0,1.0,visual are using voice pronounce Minolta engage
-1.0,1.0,I don't feel well
0.0,1.0,what's this
-1.0,1.0,it makes me feel very unhappy
-1.0,1.0,frustrated because the
-1.0,1.0,I'd miss them
1.0,1.0,this image makes me feel reflective of the the conflict of the second world war
-1.0,1.0,incorrectly
1.0,1.0, U_M I know Gotta love it.
-1.0,1.0,fail
0.0,1.0,A successful centralized ratings company?
0.0,1.0,emotionally
-1.0,1.0,you don't know the answer to
-1.0,0.0,no magazines
0.0,1.0,missed twittering
0.0,1.0,justchat
-1.0,-2.0,unsightly
1.0,1.0,punctual
1.0,1.0,proficiently
0.0,1.0,skirt
0.0,0.0,service person
0.0,1.0,Will Sam fulfil her life's ambition?.
0.0,0.0,I haven't tried that particular product.
-1.0,-2.0,"""No complexity, boring dialogue"""
1.0,1.0,i like it
-1.0,-2.0,honestly I can even be bothered anymore.
0.0,1.0,is back at work
1.0,1.0, U_M lol yeah but they havent been on my tv box Well Alec has but hes cool
0.0,1.0,Maybe he was just really tanned and needs a vacation
-1.0,0.0,The stressors of the hotel industry are much the same as a restaurant. It doesn't appeal to me
0.0,1.0,The secret cave didn't have none of the treasures they wanted.
0.0,0.0,She likes Yin yoga.
0.0,1.0,wasn't that a while back?
1.0,1.0,I'm well how are you
-1.0,1.0,but why did u ask?
0.0,,describe
0.0,0.0,brisk
1.0,1.0,ample
1.0,1.0,continuity
-1.0,1.0,"""chat bot with a face, not more than that"""
0.0,1.0,LAST_NAME
0.0,1.0,You should try another way.
-1.0,1.0,imposition
1.0,1.0,my first DIY cake ever Angel Cake taste good~~
-1.0,1.0,just another remake
-1.0,1.0,dumb
0.0,1.0,I can tell you a joke if you want
0.0,1.0,what's going on dates
-1.0,1.0,why does she pause all the time?
-1.0,0.0,> IMO the actual root of people's annoyance is that she's an outspoken progressive Not entirely.
0.0,1.0,Can anyone confirm the [NAME] likliness? Asking for a friend.
-1.0,1.0,Eww its raining
1.0,1.0,worth
-1.0,1.0,uhh makes me feel unhappy
