Arousal, Phrase
3.0, WOW 40hr famine was reallly hard i only got 38hrs because i nearly vomitted and couldnt move i was so weak but still i raised $70 for kids who are like that everyday.
3.0, wow im behind on facebook.  lol how sad is that?
3.0, Wow it friday...hope everone has a good weekend...have and be safe...:)
3.0, Wow. This week's already a little... Eugh.  .>.
3.0, Yeah brithday party at shyanne house  It my god sister brithday
3.0, You All Rock
3.0, You are my first romance..............
3.0, You guys are great.
3.0, You rise. You fall. Your down then you rise again. What don't kill ya make ya more strong.
3.0, Zzz... SOOOOOO tired... Having 3 camps in 1 week... I think no need to workout liao...
3.5, "99 cent beer for happy hour at gyu-kaku is the shit ,-D"
3.5, "<PERSON>took me to lunch and a movie for my birthday (we saw Zombieland- awesome!) Mom and Nana took us to Ezell's for dinner for my birthday.  It was a good day, even though it feels weird to be 31."
3.5, "aargh i don't like apps that automatically do updates, no i haven't been getting my daily tarot, i did it once and then it's all barfing up on my profile all the time. app removed."
3.5, "Anyone who knows anything of history knows that great social changes are impossible without feminine upheaval. Social progress can be measured exactly by the social position of the fair sex, the ugly ones included.  <PERSON>"
3.5, "argh.....the rain is annoying...I'd rather it be full on thunderstorm, or beautiful and sunny....ehh maybe i'm just grumpy. Please call me <PERSON>the Grouch :)"
3.5, "Boy oh boy what am I getting myself into... going on an excursion\ with Adam's parents today... not sure what that means but hope its not them taking me out in the woods to kill me off...\"""""
3.5, "Damp again this morning, maybe the angry old lady will let us paint in the dew today instead of sending us home, but I doubt it."
3.5, "doesn't like to be reminded of that i-know-wat's-gd-for-u\ attitude that gahment institutions display\"""""
3.5, "EVERYBODY, love juice is my word(even though it's alexis' favorite word and a crapload of people keep saying it) i found it."
3.5, "First day learn how to dive, It was so fun XD ..............and I almost ran into a tree"
3.5, "GET SMART\ one hell of a movie....must watch....\"""""
3.5, "Had a very odd dream. Jess Scheer , Josia Klein , Laura Zweig , and Tommy from the Rugrats were in it (except all he did was give me a Reptar shirt.) I enjoyed it very much. =D"
3.5, "HELLO FB friends virus spreading like wildfire,	it is a trojan virus worm CALLED Koobface. It will steal your information,	attacking your computer andshut it down! and Do not open the link 	(Obama Clinton Scandal), and if SMARTGRRRL15\ add you as a friend"""
3.5, "I accept full responsibilty for the all the wrong I've done,If you thought I was perfect,I apologise for being human ,But never again ,You can put my life on that"
3.5, "I am SO tired of family drama.  It seems like the older you get, the more convinced you are of the right to act like a total asshole."
3.5, "i honestly never saw the enjoyment in watching people do physical activity, such as play football, who cares?"
3.5, "I take one step awaythen i find myself coming back to youMy one and only, one and onlyI take one step awaythen i find myself coming back to youMy one and only, one and onlyyou..."
3.5, "I'm hoping to go to the zoo and Great wolf....I hope I can, I hope I can......................"
3.5, "I'm sick of the constant gay-bashing... ... ...	So, who wants to make-out with me during a random church's	Prayer session?	XD"
3.5, "if you can't make my life a little easier, which i fully deserve, i will have to make yours a little harder, which you also fully deserve."
3.5, "If you have a wonderful husband, fiancÃƒÂ© or BF that works hard to provide for you and would do anything just for you and your family, then repost this as your status to give the honest well behaved men out there the recognition that they deserve. Because great men are few and far between, and I have one!"
3.5, "Is watching True Blood online so I am AWOL at this moment ,)hehe"
3.5, "its all fire and brimstone baby, so lets go outside, whatcha know bout the ways on the underside...???<3"
3.5, "Just got back from handling class/shopping a little while ago. I was trying on some heals for my rotc uniform, which was a bad idea since my ankle got irritated in class. When i put the heals on, i could barly walk in them and my hurt ankle was litterally popping and rolling.... So much for getting better. :/"
3.5, "Justin Bieber <3 Baby , Baby, Baby Ohhhh <3"
3.5, "Life is full of fake peoplBefore you judge them,make sure you are not one of them."
3.5, "Look, if you are really uncomfortable with drug use, stop pretending as if you are neutral. Your indecision comes off as damp with prejudice and disingenuity."
3.5, "mistakes will always come back and haunt yooou.  i regret something for the first time in my liffe, i hate this feeeeling.  <3"
3.5, "PEACE I can picture in my minds eye a world without conflict, a world without war. Then I can picture us attacking it, because they would never expect it! \\^/"
3.5, "People do stupid sh*t every day and believe it's okay, so really what is one more when we have trampled so many already. My saying is You have the right to do whatever you want as long as your willing to accept the consequences.\ If not ohh well"""
3.5, "So in Ga. there are now a tiny fraction of children who just happened to be in that mystical, magical age range to have woken up in all of the wind we had on chrismas eve and heard the little branches and acorns tapping on the roof and who will swear for the next few years that they HEARD SANTA.  I love it."
3.5, "Steve Holt is a bastard, the guy doesn't even know his own father, what else dont we know about this guy?"
3.5, "Thank u again for all the birthday wishes <3 ,o)"
3.5, "Thanks to everyone who left a comment on my wall (: . . . i would reply to them all, but i dont have a spare twenty minutes. i love youuuu Ã¢â„¢Â¥"
3.5, "THE FACEBOOK TRICK: press up,up, down, down, left, right, left, right, B, A, Enter key, then right click then press up and down and magic crcles will appear. the only way to get rid of them are to log off or refresh the page...IT WILL WORK! put this as your status if it works. after you follow all the steps scroll up or down...then the circles will appear....it really works"
3.5, "Ughhh, I wish I could stop coughing already! Being sick is horrribllleee. About to watch some television with<PERSON> then falll asleeepp. :) <3"
3.5, "was asked by a pervert whether she was ugly, a virgin, singaporean and really fourteen years old. She would like to announce if she saw him on AuditionSEA again(or anywhere, actually), she would kick his butt. She is not joking."
3.5, "We only live once .. but if we live it right, once is enough :)"
3.5, "Well Final Fantasy XI's servers have been shutdown for at least a week due to the earthquakes, (which I understand completely) but WTF am I going to do now? :O"
3.5, "Well, since I can't sleep, I might as well clean the house. I've already been awake for more than 33 hours, seriously, what the fuck... Maybe its becuase it's my birthday, woohoo.... 27, I tell myself its just another day but, thats not what I'm really thinking..."
3.5, "Well, time to get everyone ready....Jeremy is singin at graduation, Jasmine is going to her cousin's, Korina is going to grammy's and I have to go to work....catch everyone laterz!"
3.5, "Well, today was a pretty crappy day at school. But then I shared some laughs with my best friend. :D"
3.5, "What a beautiful night it is outside. The clear sky and big, bright full moon are amazing and it's warm and windy. Can't remember the last time we had that in February!"
3.5, "What are the chances of the 2 highways in Indiana I needed to travel on today, which I haven't traveled in 2 years, being closed because of the blizzard conditions?? Nevertheless, I ignored common sense and drove right through it. And I'm still alive."
3.5, "Whomever invented the basement should be dragged out into the street and shot... repeatedly... then revived, allowed to recover... and shot again in the face."
3.5, "Worst thanksgiving ever. Broke mand hand, got a cast, and wont be able to play basketball this season or any other sport for the next 2 months. F**king great"
3.5, "Yay, we're heading to Sedona tonight ;)"
3.5, "You know how you have those people that are always telling you what you've done wrong or how to live your life, you know why? Cause there life is shit and unfixable, so they think by helping you helps them. I say fuck that do what you want when you want people, it's your life not there's."
3.5, ... feel the emo inside me stirring........  must.......resist...emo urges.........
3.5, :) haha thank youss
3.5, <PERSON> burnt the rice.  Sipsie liked it though!
3.5, <PERSON> is fat. =] Very Fat
3.5, Being sick sucks.
3.5, best birthday everrrr. (: couldn't be happier. braces off tomorrow. this week is great.
3.5, BST to GMT..RESETTING THE CLOCK
3.5, can't wait to get the hell out of this apt
3.5, cant wait going to buy my new truck tomarro
3.5, Does anybody fancy lookin after my beautiful ickle angels for the whole weekend sometime soon??
3.5, don't understand all the hullabaloo over language in maharashtra???afterall we all smile in the same lexicon....don't we?
3.5, Duuuude... I'm BRAIN DEAD right now... and mellow... like REALLY mellow... no homo
3.5, Finally 100% FIT......
3.5, for farmvill: who needs more horseshoes or nails???
3.5, friends..my very first power party is going on at my place..please come ..all are invited..your presence as guest is most important..with regards love Exceptional..(all your :)) <URL>
3.5, fuck fuck fuck
3.5, give me presents in farmville pls... thanks.. =)
3.5, ha sucks fer trevor
3.5, HAPPY DASARA...
3.5, Have you ever danced with the devil in the pale moonlight???
3.5, here comes the weekend.... but no plans :(
3.5, Hmmm work on A) Solo and Ensemble B) Debate C) Chess or D) Academics? I pick E) Facebook and Xbox! (:
3.5, House M.D =D
3.5, i am a raging homosexual and i hacked brandons facebook - <PERSON>
3.5, i blew up ma christmas prezzie =(
3.5, i cant stand when people pretend that they have nothing to do with certain folks and the whole time they chat ALL THE TIME>>>>>>>>>>>>>> posers  who knew
3.5, I DOUBLE DOG DARE you to like this status.
3.5, I finally switched to swing.  We'll see if I can sleep at night.
3.5, I hate my phone with a serious passion and wish it would blow up sometimes.
3.5, i hate the fucking snow
3.5, I HAVE NO MORE HAIR I WILL POST a pic later so im going to get ready and see what I got in store for me today peace
3.5, I have no patience... hahaha....
3.5, i made ittttt(:
3.5, I want ice cream with pretzels for a topping. I am weird??
3.5, I'm totally out of invites for Mafia! I'll get you all asap.
3.5, internal on monday:(
3.5, is looking for a job here in Indy...Any suggestions?????
3.5, is thinking it is too early...getting ready to go to my mom's yard sale :)
3.5, is thinking that maybe agreeing to another shift after a full 12-hour night shift may have been a bad idea...even if it is only 2 hours this time! I can sleep in about 4 hours :)
3.5, It takes 7 secs for food to pass from mouth to stomach. A human hair can hold 3 kg. The length of a penis is 3 times the length of the thumb. The femur is as hard as concrete. A woman's heart beats faster than a man's. Women blink twice as much as men. We use 300 muscles just to keep our balance when we stand. The woman has read this entire text. The man is still looking at his thumb. Repost if this made you smile!
3.5, It went from lol to lmao to lmmfao to lmmmaaigjdhfffkfkfgigigg....  I don't have a masters in code tactician/hacker/etc...
3.5, It's DoppelgÃƒÂ¤nger week! Change your profile picture to someone famous you have been told you look like.
3.5, IÃ¢â‚¬â„¢m selling a '07 Mustang GT in Nitto 1320 Legends! <URL>
3.5, just got bk frm spain nd im soo tired but got a tan nd had great time :-)
3.5, Just told all the 6th Graders at my school that Santa is a magical ninja who will kill for cookies and they belived me. Love this job.
3.5, kick ass dinner with my hubby and now a nice evening at home by the fire havin some fun... :)
3.5, Kinda upset at a couple friends but I might have a job so they aren't that important. Are they?
3.5, LeT's CoMMiT tHe PeRfEcT CRIME..... I ll StEaL YoUr HEART aNd U sTeAl MiNe
3.5, life is bitter sweet and sour like red wine.... hahahahaha
3.5, live love laugh think sleep work  and then die .........:P
3.5, LOL this sight keeps telling two of my freinds are Idiots.
3.5, LOST 20lbs JUST NEED TO LOSE 40 MORE
3.5, may 18th better be the day i get to move into my new house or those sex crazed people were buying it from and going to get a little vist :)
3.5, my family is fuckin crazy... i dont know whats wrong with them maybe the all got dropped on the head when they were babies that kinda explains there funny lookin heads lmfao .....
3.5, My name is <PERSON>....not <PERSON> anymore....wkwkwkwkwkwkwk
3.5, Never realised someone could be so self centred! I couldn't live with my self if I had to lie to myself to get to sleep at night. Yes I've Hurt people before but at least when I learn to admit i was wrong I don't expect to be imeadiatly forgiven        .. God damn it
3.5, Oh son of a... NOW i see why <PERSON>said Cellular Regeneration was gonna be hard to explain... =\\
3.5, OMG 2010 creeping up
3.5, on the phone with Tyler Bascle:))) <3
3.5, one more day.......:)
3.5, Ordinary no...really don't think so ...not a love this true..A common destiny ...we were meant to be ..Me & you'...  like a perfect scene from a movie screen..we're a dream come true...suited perfectly..for eternity ...Me & you' ..Everyday !!I need you even more & the night times too...Theres no way I could ever let chu goooo... even if I wanted tooo...everyday I live I try my best to give all i have to you'
3.5, so whos goin on the skii trip??
3.5, Thank You Everyone for the Birthday wishes :o)
3.5, thanks everyone for the birthday wishes or whatever you call them (:
3.5, Thanks to all for my birthday wishesssssss
3.5, Thanks to everyone for their birthday wishes and reminding me that I am another         F%#@ing year older
3.5, thanks to everyone who wished me a happy birthday you are all amazing
3.5, The furnace is on the blink . . . hoorayÃ‚Â¡ Maybe I can get <PERSON> and <PERSON> furnace maintenance for Christmas.
3.5, tonight. rave. :]]
3.5, WAR EAGLES lets finish them off
3.5, watchin Ferd dance lol luuuvvvvvv this show
3.5, Well no final decision til the 26th....=( judge got pissed off and told us hed had enough....
3.5, whaaat a dayy [:
3.5, what a blessed night thank you all for coming betufill double ritual night again thank you to all who came
3.5, What the hell is a tweet?
3.5, where is all the snow??
3.5, WHO WANNA HANG. HOLLA ATCHA BOY.
3.5, who wants to go chow yang pasar mlm tonite n can fetch me one leh??
3.5, woah a week holiday......the things i am gonna do......muahhahahahaha
3.5, woo Go paul the octopus hes a legend congrats chuckie XD XX
3.5, Wow what a game Boston could have had it but Lakers took it.
4.0, "((OOC: I'm probably going to work on my sisters house until 9 o'clock for the rest of the Summer Break.... D: Sorry <PERSON>, and <PERSON>. I can only RP for sometimes now... I need the energy to work.))"
4.0, "3 weeks and over 100 pages of literature on the condition of our school systems read. Just wow! Our public school systems need help. I mean I knew they needed help. I just never realized how much research there is backing up what I already believed.  @<PERSON>, you have my sympathies-- I'm conducting an interview of <PERSON> (CCSD CoStaff, Office of Superintendant) Friday.. wish me luck"
4.0, "<< Without you, one night alone, is like a year without you baby >>		---Soundtrip usa ta bago magstudy---	<3 <3 <3"
4.0, "<PERSON>       No matter what your party is, this is not the time to point fingers.  This woman and many other people were attacked by a person that should have been out of society.  I have everyone in my prayers to include <PERSON>, and I am a hardcore conservitive.  Remember that this is America and we can all think differently, this should not result in what happened today.  God be with you"
4.0, ">,-[)"
4.0, "also, I appreciate the universe's complimenting my taste in collaborators, but if one more ex leaves me and then directly starts dating someone I am doing a show with, I think I am going to lose it. Two in a row!"
4.0, "awesome you had agood time,go to ASTROS VS METS FRIDAY HOUSTON,look out weiners n beer,wish u were here"
4.0, "Believes in God, re-post if you believe too. Please don't ignore, you are being tested. It says in the Bible, Deny me in front of everyone"
4.0, "birthday well spent :). and i hope we're still chill. i like the status wars, hate that they just randomly stopped."
4.0, "boooooooooooooooooooooooored, what the faaaaaack"
4.0, "Call the Nestle Crunch Hotline at <PHONE>, When you are asked if you want to continue in English or Spanish, just wait quietly for about 10 seconds and you will smile. Promise! Keep going and press 4. Listen to the options...then press 7. don't give it away if you comment on this!"
4.0, "copy this to your status and see what people rate you! 1=crazy, 2=i'd marry you, 3=talkative, 4=sarcastic, 5=i miss you, 6=goofy, 7=moody, 8=dumb, 9=mouthy, 10=spoilt, 11=random, 12=hot, 13=funny, 14=fit, 15=amazing, 16=tough, 17=cute, 18=gf/bf type, 19=player, 20=i love you, 21=gorgeous, 22=the best , 23=cool, 24=sweet, 25=intriguing"
4.0, "crap, i totally forgotten that there is TA on coordinate geog tmr during the first period..."
4.0, "Damn finally got caught up on my sleep, but I went a lil overboard. Oh well Im up now!"
4.0, "enjoyed family time in the STL. LOVE you ALL, but glad to be home ;)"
4.0, "First day in school with for course taken in six hours and Mass hearing by 5:00 to 6:00 pm then followed by the first talk in singles for christ The Love of God\. I maximized my time to accommodate all my activities"""
4.0, "Got sent home from work early, now I'm at chillin at home bored and in hella pain. Wish the doctor would have precribed me some pain killers."
4.0, "Had a LOOONGG but great day at work... now its time to sit back and relax the best way i can ,)"
4.0, "Had fun spending time with my sister and my beautiful neice last night! I bet Jessie is going through withdrawals now though, since I found her phone in my van after getting back home from dropping her and Alyssa off @ their house..."
4.0, "hey,everyone.  finally got on my facebook account... do everyone forget me already??"
4.0, "How can a cell phone that can hold tons of pictures claim that the texting inbox is full\ at under a hundred short text messages?\"""""
4.0, "I am glad I am feeling better I am ready to go back to work I have lived on the phone and computer all day in my Pjs ... Only bad thing is i moved some of my accounts to Sat .. so now I have to work over the weekend and my daughter is bugging me to go to a dog show and I can't ,, Or I may not have my accounts  ):"
4.0, "I could never figure out why people could hurt the ones they love the most, who would have thought  I would turn into someone like that. what else can I say except that I'm sorry, I'll change. They aren't empty words I'll prove it I promise I'll find a way to brings things back to the way they were, I won't push you away anymore. Thank you to the friend that was there for me and never gave up on me."
4.0, "I might not be pretty or sexy, not have the perfect body or be beautiful.. I might not be anyones 1st choice either.. But.. IM ME! I dont pretend to be somebody else.. Copy this and post it to your profile if you live your life being you and you are proud of it Ã¢â„¢Â¥ Ã¢â„¢Â¥"
4.0, "I WILL BE COMPLETELY HONEST FOR 24 HOURS. You can ask me ONE question(only in my inbox). I will answer no matter what. You have my full honesty, but I dare you to put this as your status and see what questions are asked"
4.0, "i'm a supergirl, and supergirls don't cry...or do they? or am i not a supergirl at all??"
4.0, "I'm sick of stupid people that just criticize how i am, get a life seriously -.-, i'm how i am and i'll not change cause of your stupid words so shut the hell up and stop."
4.0, "I've made up my mind...It's time for a new beginning...I'm living my life, yeah There's a new day coming...I'm getting ready for a change Yes, I am....Gotta keep on running....Gotta be a better way Yes, there is :) :)"
4.0, "if faith is a choice then it can be lost for a man, an angel, or the devel himself. God gave us a choice, he didn't comand us. he gave his love to all of us. i pray that all won't lose faith, hope, or love and won't give up, but to fight and defend the weak who are in need. the choice is yours don't lose it."
4.0, "is enjoying my last day of leave :(... Working on my new song before I get back to morrow to sort out Project Awards, Photo Competition Bridge Building and writing my new article for CE magazine..."
4.0, "is exausted...people,dogs,crabby cat, kid that needs a spare set of keys...i need a vacation!"
4.0, "is excited to get away for the weekend with <PERSON>, <PERSON>, <PERSON>, and <PERSON>."
4.0, "Is there some kind of tutorial for Facebook?  If so, will someone please send it to my Grandma?  She needs a little extra help. (Just kidding, g-ma-Chris and I will keep helping you.)"
4.0, "Just spent two hours cleaning out the basement of boxes and miscellaneous items that were in them. Must've been about 40-50 boxes...Now most are in the garage because we have yet to go through all of them. Yay, I get to look forward to this in the Spring and Summer AGAIN."
4.0, "Leaving for Milwaukee in a month, wish me luck. It's a fresh start, which is everything I've ever wanted."
4.0, "Let it snow, let it snow!"
4.0, "life's confusing... sometimes you feel happy, sometimes you feel sad... sometimes you're sad because you're happy... that's just so damn retarded..."
4.0, "LMAO, it wasnt my birthday on the 1st ROFFL"
4.0, "LOL: some people let 2 pigs loose in their skool..but before they did...they labelled the pigs 1 and 3...so when the principal, etc found the two pigs labeled 1 and 3..they were searching all over for a pig labelled 2...this pig didn't exist XD..love it"
4.0, "Looking for a bassist, drummer and possibly a 2nd guitarist for our band, anyone want it? :D"
4.0, "missin my baby <3 ,, beddd(: class in the am then work 3to11.."
4.0, "Monday, yup!"
4.0, "okay, so i am am exhausted, got home form work at 3am and now am up 3 hrs later, im getting to old for this shit.  I feel like a old lady, but to look on the bright side..... I have NO KIDS TODAY.  thank god for grandma's that live 10 min away.  time to catch up on sleep and some 1on1 time with the hubby.:)"
4.0, "olivia and I have never laughed so hard while reading Peter Piper. After her fourth of fifth attempt to get through the whole thing she said, Peter Piper picked a peck of pickled peckers.....\ she has no idea why that's funny"""
4.0, "Pressure. That's what's on my mind. I tend to do well under the gun, however. Next thought...NAILS. They are in need of some prett-y-fying. Blech."
4.0, "rest in peace <PERSON>. you were my first love, you will always hold a very special place in my heart. you will be in my thoughts and prayers. i miss you <3"
4.0, "Sent my big toe half way up my shin bone thanks to toe ala crunch\ via the door jamb........... Maybe It's time for new glasses? Foot reduction is also an option :)\"""""
4.0, "Successful people do not focus on the Problem. They only focus on the Solution\. Be Focused on Solution.\"""""
4.0, "Thank you for all the birthday wishes, I had a great birthday"
4.0, "The Lord will conquer your enemies when they attack you.  They will attack you from one direction, but they will scatter from you in seven!  Deuteronomy 28:7"
4.0, "the REAL lyrics of the chorus to DYNAMITE, i throw my skittles in the air sometimes saying he yo! taste the rainbow"
4.0, "This storm comin is supposed to be pretty big. All my friends and family are talkin bout Hail and heavy rain, plus more wind. Usually the weather patterns in my home town area in California carry right on over to Ogden SLC areas. Get ready for it! If it doesn't hit hard, I'm no meteorologist. Not like they are ever right either lol :)"
4.0, "Tupac might be gone bah he will always be alive in me and everyone out der who has feelins fa G! I rest my case,and say that he was and still remains a true soldier up der in da ghetto heaven"
4.0, "Watched the new harry potter movie tonight.  It was pretty cool, now i'm just waiting on the next one :(                Good news is the previews showed some really awesome movies coming up.  Got The Green Latern, the Green Hornet, and Tron all look friggin awesome."
4.0, "what a great day i had today. found out my raise took into effect for fridays paycheck. won the check pool for $176. had a great cake class and made a wonderful cake. and i think i am getting the hang of my new job at work. not too shabby! oh and josh is burning wood and dring beer friday night, he said whoever wants to stop by is more than welcome just bring your drinkage and let me know if you need directions!"
4.0, "When we wake in the morning, we have two simple choices, Go back to sleep and dream, or wake up and chase those dreams, The choice is yours! )"
4.0, "With so much drama in the LBC, It's kinda hard bein' Snoop D-O double G, But I somehow, some way, keep comin', Up with funky-ass shit like every single day        May I kick a little somethin' for the G's and make a few ends as I, Breeze through two in tha mornin and the party's still jumpin, Cause my mama ain't home."
4.0, "Wow, I haven't been on here for a while. Thank you everyone for the Happy B-Day congrates\. ^-^\"""""
4.0, "yea, JETS.. shut up"
4.0, "You make my heart skip beats, you make me nervous before I see you, you make me feel so alive when I'm with you, I still get butterflies when we kiss and I love it all. I love you <PERSON> =)"
4.0, "Ã¢â€¢â€Ã¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢Â Ã Â³â€¹Ã¡Æ’Â¦Ã¢ËœÆ’Ã¡Æ’Â¦Ã Â³â€¹ Ã¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢â€”	It's Sons Week! If you have a beautiful son or sons that you	love more than you can describe, copy and paste this to your	status for a little while, but hold them in your heart for a lifetime	Ã¢â€¢Å¡Ã¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢Â Ã Â³â€¹Ã¡Æ’Â¦Ã¢ËœÆ’Ã¡Æ’Â¦Ã Â³â€¹ Ã¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢ÂÃ¢â€¢Â"
4.0, *Points at new Profilepick* DON'T I LOOK SEXY Dddddrawn by my love and coloured without permission by meeeeeeeee |D
4.0, - Thanks for the happy birthdays everyone :):)
4.0, .--. Put this dog on .//^ ^\\\\ your profile (/(_ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¢_)\\) to show ._/''*''\\_ that you are (/_)^(_\\) against animal cruelty
4.0, 17 hours of work on friday... who wouldnt love to be me tomarrow hahaa
4.0, : Many of the great achievements of the world were accomplished by tired and discouraged men who kept on working
4.0, :'(
4.0, :)
4.0, :) Matthew from Kings of Leon wave hi to me on friday nite of the concert... Yeey I love them so much.... hehe :)
4.0, :-)  just gotta get through the weekend.  :-)
4.0, <PERSON> thinks its funny to stick his fingers down his throat and make himself vommit.....
4.0, @work :D
4.0, awwwwwwww the cowboys r losing...........stupid vikings
4.0, back to war after two weeks off:(
4.0, Bama going to kick some ass
4.0, birthday today so im gettin fucked up
4.0, bored as crap
4.0, bowlingg today <3 hopefully i'll get higher than a 61 :-P
4.0, broncos are getting raped. by the raiders?
4.0, Can someone remind me of what summer feels like again?
4.0, Can't wait to see my beautiful girlfriend <PERSON> today (:
4.0, Cant wait until June 12
4.0, dead fb~LOL
4.0, did'nt realise how bad a dead leg could be.... 4 days.. and its still as bad as day 1....WTF
4.0, Examining oral cavity anatomy tomorrow (only after cutting a head in half). Bring it on!
4.0, Fake(+)(+) Perfect (o)(o) Perky (*)(*) Cold (^)(^) and even Grandma's \\./\\./ Big ( o )( o ) or Small (.)(.) Save them all! Repost for Breast Cancer Awareness!
4.0, Fell asleep way too early dude now im up!
4.0, florida virtual school sux ass
4.0, Getting bored of facebook.............. x_______x
4.0, Getting ready to go to Graduation.  So prpud of you Jess. We love you
4.0, going to atl this weekend to see my mawmaw
4.0, Going to play football in a little bit!
4.0, ha .....................?
4.0, had a great day wit<PERSON> :) was a great birthdayyy thankyouu everyone:)
4.0, HAPPY BIRTHDAY <PERSON> love ya i hope u have a great day well at leaast try 2 bye
4.0, Happy new Year yall
4.0, Has too catch them all! Want to trade a Bullbasaur for a Weezing?...................well answer me foo.
4.0, HEAR YE HEAR YE...Mistress Stephanie at the Chain Drive tomorrow night at 10 and at the Beauty Bar this Friday at 7:00.  Do come.
4.0, helloXD
4.0, hey everyone who wished me happy bday thanks so much so i dont have the time to send a response 2 everyone but thnx again
4.0, hmmm.. :)
4.0, homeeeee timeeeee whoooooooooooooo haaha
4.0, I am a nutjobbbbbbbbbbbbbbbbbbbbbb
4.0, I am drunk lmao XD and Happy almost st Paddy's day in Cali... like 12 minutes till then :P
4.0, I have had a amazing day. Thanks for your encouragement <PERSON>. I am on fire. I then got to go to a christian concert in Sedalia to see <PERSON> he sings my savior lives. There was also <PLACE> Weave and it was life changing and wonderful and I am so thankful and blessed.
4.0, I love you mom. I dont want you to go but it hurts to see you live in such pain.
4.0, I really hate screwing up but somedays i am darn good at it :(
4.0, i want to be free...lubayan nyo na ako.bkit ayw nyo mging msaya.....:'( I sent you a smiley! Want to see it? <URL>
4.0, i'm not aloud to touch my cats kittens yet :'(
4.0, I'm so sick and tired of being admired That I wish that I would just die or get fired And drop from my label and stop with the fables I'm not gonna be able to top what my name is And pigeon holdin' to some poppy sensations They cop me rotation at Rock 'N' Roll stations And I just do not have the patience To deal with this cocky Caucasians
4.0, i'm soo bored :(
4.0, Id ike to thank everybody who came to are wedding me and <PERSON>are both shattered but had a greatday yesterday with all are family and friends.
4.0, Ik im dumb but u gotta love me... u gotta love me right? xD
4.0, im bored....anyone care easing my boredom???
4.0, Im cool like ****
4.0, im finally here. after 5 long days
4.0, Is anyone feeling like killing <PERSON>..??
4.0, Is currently sooo tired a few days without enough sleep and havin to go to work ain't no joke...I'm so happy they make AMP energy drinks*
4.0, is doing great.... lol. If I had learned this stuff when I was supposed to I guess I wouldn't have to cram right now. Oh well. There's always next year... or grade 12.
4.0, is having a MRI done today...she prays 4 a answer 2 her pain and a healn n her body. God Bless FB.
4.0, Is in a slipknot mood >:o
4.0, is it too early to be relaxing sipping on a long neck CORONA? *hick* : )
4.0, is so glad to be home from work.Merry Christmas to all.
4.0, is thinking we need to invent a contraceptive for laundry baskets since every time I turn around it's reproduced!
4.0, is touched by so many wishes. Thank you for all your wishes. May God Bless All of U with many happiness and good health.
4.0, It's been a Stevie Wonder kind of week. :D
4.0, just bought a trumpet...! Though the other marines in the barracks might not me as happy... :D now all I have to do is wait for it to come! yay! And perhaps go buy some music books...
4.0, Just got back from camping. :]
4.0, Just got my new cell phone yesterday text meh :D <PHONE>
4.0, just spent her day at the beach (:
4.0, lakers and modern warfare 2 if I get a nap it is looking like a good day.
4.0, lalala Had a good day today :] Text meeee 951-741-0883
4.0, Let's see how forthcoming my facebook friends are. Leave a one-word comment that you think best describes me using the THIRD letter of YOUR name. It can only be one word. No more than one word. Then copy and paste this post on your wall so I can leave a word about you. This could be Fun!
4.0, life is nt a bed of roses...............it has been prooved by yesterday................................
4.0, Lil <PERSON> walks in the bedroom and dad has mom bent over going at it. Dad winks at <PERSON> and <PERSON> leaves. Dad thinks he better talk to <PERSON>. After looking through the whole house dad finds <PERSON> upstairs with grandma bent over putting it to her hard. Dad flips out. What the hell are you doing?<PERSON> winks and says...... Not so funny when its your mom huh bitch?!
4.0, LOL how true 'Urban Dictionary' <PERSON> buy <PERSON> mugs
4.0, lol i just got suspendid
4.0, maine :)
4.0, Makin garlic bread for dinner... Yummm :3 <-suchahippie<3->
4.0, Man it been a long time since i posted sum n on hear but im to happy i got two mo weeks before i welcum my baby gurl n to dis world im ready n spongebob voice lol
4.0, Mehh. fuck you cw. FML.
